ITEM_NAME,ITEM_TYPE,ITEM_PRESENTATION_TYPE,ITEM_SECTION,ITEM_PARENT_ID,ITEM_STEM,ITEM_MEMBER,SCALE_OPTIONS,SurveyAdminYear2023,QuestionText.2023,SurveyAdminYear2021,QuestionText.2021,SurveyAdminYear2022,QuestionText.2022,SurveyAdminYear2024,QuestionText.2024
HI_SLEPT_ETHI,Multi Select,selectallthatapply,Basic Needs,61,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to?",In transitional housing or independent living program,NA,2023,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to? (Check all that apply) - In transitional housing, an independent living program, a group home such as a halfway house, or a residential program",2021,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to? (Check all that apply) - In transitional housing or independent living program",2022,"In the 12 months prior to the end of the semester, had you slept overnight in any of the following places because you didn’t have a permanent home to return to? (Check all that apply) - In transitional housing or independent living program",2024,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to? (Check all that apply) - In transitional housing, an independent living program, a group home such as a halfway house, or a residential program"
HI_SLEPT_HHLS,Multi Select,selectallthatapply,Basic Needs,61,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to?",At a homeless shelter,NA,2023,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to? (Check all that apply) - At a homeless shelter",2021,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to? (Check all that apply) - At a homeless shelter",2022,"In the 12 months prior to the end of the semester, had you slept overnight in any of the following places because you didn’t have a permanent home to return to? (Check all that apply) - At a homeless shelter",2024,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to? (Check all that apply) - At a homeless shelter"
HI_SLEPT_IODL,Multi Select,selectallthatapply,Basic Needs,61,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to?","Outdoor location such as street, sidewalk, or alley, bus or train stop, campground or woods, park, beach, or riverbed, under bridge or overpass (not for recreation or leisure)",NA,2023,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to? (Check all that apply) - Outdoor location such as street, sidewalk, or alley, bus or train stop, campground or woods, park, beach, or riverbed, under bridge or overpass (not for recreation or leisure)",2021,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to? (Check all that apply) - Outdoor location such as street, sidewalk, or alley, bus or train stop, campground or woods, park, beach, or riverbed, under bridge or overpass (not for recreation or leisure)",2022,"In the 12 months prior to the end of the semester, had you slept overnight in any of the following places because you didn’t have a permanent home to return to? (Check all that apply) - Outdoor location such as street, sidewalk, or alley, bus or train stop, campground or woods, park, beach, or riverbed, under bridge or overpass (not for recreation or leisure)",2024,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to? (Check all that apply) - Outdoor location such as street, sidewalk, or alley, bus or train stop, campground or woods, park, beach, or riverbed, under bridge or overpass (not for recreation or leisure)"
HI_SLEPT_JCSR,Multi Select,selectallthatapply,Basic Needs,61,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to?","In a closed area/space with a roof not meant for human habitation such as car or truck, van, RV or camper, encampment or tent, abandoned building, or unconverted garage (not for recreation or leisure)",NA,2023,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to? (Check all that apply) - In a closed area/space with a roof not meant for human habitation such as car or truck, van, RV or camper, encampment or tent, abandoned building, or unconverted garage (not for recreation or leisure)",2021,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to? (Check all that apply) - In a closed area/space with a roof not meant for human habitation such as car or truck, van, RV or camper, encampment or tent, abandoned building, or unconverted garage (not for recreation or leisure)",2022,"In the 12 months prior to the end of the semester, had you slept overnight in any of the following places because you didn’t have a permanent home to return to? (Check all that apply) - In a closed area/space with a roof not meant for human habitation such as car or truck, van, RV or camper, encampment or tent, abandoned building, or unconverted garage (not for recreation or leisure)",2024,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to? (Check all that apply) - In a closed area/space with a roof not meant for human habitation such as car or truck, van, RV or camper, encampment or tent, abandoned building, or unconverted garage (not for recreation or leisure)"
HI_SLEPT_KLSN,Multi Select,selectallthatapply,Basic Needs,61,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to?","In a living room or another space not originally intended for habitation (i.e., closet, attic, basement, converted garage) in a house or apartment",NA,2023,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to? (Check all that apply) - In a space not originally intended for habitation (i.e., living room, closet, attic, basement, converted garage) in a house or apartment",2021,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to? (Check all that apply) - In a living room or another space not originally intended for habitation (i.e., closet, attic, basement, converted garage) in a house or apartment",2022,"In the 12 months prior to the end of the semester, had you slept overnight in any of the following places because you didn’t have a permanent home to return to? (Check all that apply) - In a living room or another space not originally intended for habitation (i.e., closet, attic, basement, converted garage) in a house or apartment",2024,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to? (Check all that apply) - In a space not originally intended for habitation (i.e., living room, closet, attic, basement, converted garage) in a house or apartment"
HI_SLEPT_NOT,Multi Select,selectallthatapply,Basic Needs,61,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to?",I have not slept in any of these places,NA,2023,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to? (Check all that apply) - I have not slept in any of these places",NA,NA,NA,NA,2024,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to? (Check all that apply) - I have not slept in any of these places"
HI_MOVE,Single Select,standalone,Basic Needs,NA,Did you move in the last 12 months?,NA,NA,2023,Did you move in the last 12 months?,NA,NA,NA,NA,NA,NA
HI_MVRSN_PLD,Multi Select,selectallthatapply,Basic Needs,29,"In the last 12 months, which of the following were reasons why you moved? (Check all that apply)","Planned reasons (e.g., new roommates, starting/ending a lease)",NA,2023,"In the last 12 months, which of the following were reasons why you moved? (Check all that apply) - Planned reasons (e.g., new roommates, starting/ending a lease)",NA,NA,NA,NA,NA,NA
HI_MVRSN_UNPLD,Multi Select,selectallthatapply,Basic Needs,29,"In the last 12 months, which of the following were reasons why you moved? (Check all that apply)","Unplanned reasons (e.g., family circumstances, relations challenges or conflicts)",NA,2023,"In the last 12 months, which of the following were reasons why you moved? (Check all that apply) - Unplanned reasons (e.g., family circumstances, relations challenges or conflicts)",NA,NA,NA,NA,NA,NA
HI_MVRSN_FIN,Multi Select,selectallthatapply,Basic Needs,29,"In the last 12 months, which of the following were reasons why you moved? (Check all that apply)","Financial difficulties (e.g., couldn't afford housing or rent, rent increase)",NA,2023,"In the last 12 months, which of the following were reasons why you moved? (Check all that apply) - Financial difficulties (e.g., couldn't afford housing or rent, rent increase)",NA,NA,NA,NA,NA,NA
HI_MVRSN_OT,Multi Select,selectallthatapply,Basic Needs,29,"In the last 12 months, which of the following were reasons why you moved? (Check all that apply)",Other,NA,2023,"In the last 12 months, which of the following were reasons why you moved? (Check all that apply) - Other",NA,NA,NA,NA,NA,NA
HI_SAFETRM_NOT,Multi Select,selectallthatapply,Basic Needs,63,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time?",No,NA,2023,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - No",2021,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the folowing lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - No",2022,"In the12 months prior to the end of the semester, had you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time?



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people’s homes because you had nowhere else to go.

(Check all that apply) - No",2024,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - No"
HI_SAFETRM_FAY,Multi Select,selectallthatapply,Basic Needs,63,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time?","Yes, during Fall academic term",NA,2023,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, during Fall academic term",2021,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the folowing lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, during Fall academic term",2022,"In the12 months prior to the end of the semester, had you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time?



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people’s homes because you had nowhere else to go.

(Check all that apply) - Yes, during Fall academic term",2024,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, during Fall academic term"
HI_SAFETRM_WBK,Multi Select,selectallthatapply,Basic Needs,63,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time?","Yes, during Winter break",NA,2023,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, during Winter break",2021,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the folowing lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, during Winter break",2022,"In the12 months prior to the end of the semester, had you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time?



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people’s homes because you had nowhere else to go.

(Check all that apply) - Yes, during Winter break",2024,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, during Winter break"
HI_SAFETRM_SAY,Multi Select,selectallthatapply,Basic Needs,63,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time?","Yes, during Spring academic term",NA,2023,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, during Spring academic term",2021,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the folowing lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, during Spring academic term",2022,"In the12 months prior to the end of the semester, had you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time?



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people’s homes because you had nowhere else to go.

(Check all that apply) - Yes, during Spring academic term",2024,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, during Spring academic term"
HI_SAFETRM_SBK,Multi Select,selectallthatapply,Basic Needs,63,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time?","Yes, during Spring break",NA,2023,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, during Spring break",2021,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the folowing lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, during Spring break",2022,"In the12 months prior to the end of the semester, had you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time?



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people’s homes because you had nowhere else to go.

(Check all that apply) - Yes, during Spring break",2024,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, during Spring break"
HI_SAFETRM_SCL,Multi Select,selectallthatapply,Basic Needs,63,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time?","Yes, during Summer when taking classes",NA,2023,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, during Summer when taking classes",2021,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the folowing lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, during Summer when taking classes",2022,"In the12 months prior to the end of the semester, had you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time?



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people’s homes because you had nowhere else to go.

(Check all that apply) - Yes, during Summer when taking classes",2024,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, during Summer when taking classes"
HI_SAFETRM_SNC,Multi Select,selectallthatapply,Basic Needs,63,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time?","Yes, during Summer when not taking classes",NA,2023,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, during Summer when not taking classes",2021,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the folowing lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, during Summer when not taking classes",2022,"In the12 months prior to the end of the semester, had you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time?



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people’s homes because you had nowhere else to go.

(Check all that apply) - Yes, during Summer when not taking classes",2024,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, during Summer when not taking classes"
HI_SAFETRM_AHL,Multi Select,selectallthatapply,Basic Needs,63,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time?","Yes, during other academic holidays (such as Thanksgiving or MLK day)",NA,2023,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, during other academic holidays (such as Thanksgiving or MLK day)",2021,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the folowing lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, during other academic holidays (such as Thanksgiving or MLK day)",2022,"In the12 months prior to the end of the semester, had you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time?



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people’s homes because you had nowhere else to go.

(Check all that apply) - Yes, during other academic holidays (such as Thanksgiving or MLK day)",2024,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, during other academic holidays (such as Thanksgiving or MLK day)"
HI_SAFETRM_CRW,Multi Select,selectallthatapply,Basic Needs,63,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time?","Yes, but I cannot recall when it occurred",NA,2023,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, but cannot recall when it occurred",2021,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the folowing lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, but cannot recall when it occurred",2022,"In the12 months prior to the end of the semester, had you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time?



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people’s homes because you had nowhere else to go.

(Check all that apply) - Yes, but I cannot recall when it occurred",2024,"In the last 12 months, have you ever lacked a safe, regular, and adequate nighttime place to stay and sleep for any of the following lengths of time? (Check all that apply)



Note: Not having a safe, adequate nighttime place to stay includes sleeping in vehicles, motels, campgrounds, homeless shelters, single-occupancy facilities, or couches in other people's homes because you had nowhere else to go. - Yes, but cannot recall when it occurred"
HI_RISK_STY,Single Select,standalone,Basic Needs,NA,"In the last 12 months, were you ever at risk of not having a safe, regular, and adequate nighttime place to stay and sleep while you were on a UC housing waiting list?",NA,NA,2023,"In the last 12 months, were you ever at risk of not having a safe, regular, and adequate nighttime place to stay and sleep while you were on a UC housing waiting list?",2021,"In the last 12 months, were you ever at risk of not having a safe, regular, and adequate nighttime place to stay and sleep while you were on a UC housing waiting list?",2022,"In the 12 months prior to the end of the semester, were you ever at risk of not having a safe, regular, and adequate nighttime place to stay and sleep while you were on a UC housing waiting list?",2024,"In the last 12 months, were you ever at risk of not having a safe, regular, and adequate nighttime place to stay and sleep while you were on a UC housing waiting list?"
HI_PHOUS_ANX,Ratio Scale,matrix,Basic Needs,64,"In the last 12 months, how often did each of these things happen to you because you were worried about paying for housing?",You experienced anxiety,ratio3,2023,"In the last 12 months, how often did you experience each of the following because you were worried about paying for housing? - You experienced anxiety",2021,"In the last 12 months, how often did each of these things happen to you because you were worried about paying for housing? - You experienced anxiety",2022,"In the 12 months prior to the end of the semester, how often did each of these things happen to you because you were worried about paying for housing? - You experienced anxiety",2024,"In the last 12 months, how often did you experience each of the following because you were worried about paying for housing? - You experienced anxiety"
HI_PHOUS_DPR,Ratio Scale,matrix,Basic Needs,64,"In the last 12 months, how often did each of these things happen to you because you were worried about paying for housing?",You experienced depression,ratio3,2023,"In the last 12 months, how often did you experience each of the following because you were worried about paying for housing? - You experienced depression",2021,"In the last 12 months, how often did each of these things happen to you because you were worried about paying for housing? - You experienced depression",2022,"In the 12 months prior to the end of the semester, how often did each of these things happen to you because you were worried about paying for housing? - You experienced depression",2024,"In the last 12 months, how often did you experience each of the following because you were worried about paying for housing? - You experienced depression"
HI_PHOUS_SKM,Ratio Scale,matrix,Basic Needs,64,"In the last 12 months, how often did each of these things happen to you because you were worried about paying for housing?",You skipped meals,ratio3,2023,"In the last 12 months, how often did you experience each of the following because you were worried about paying for housing? - You skipped meals",2021,"In the last 12 months, how often did each of these things happen to you because you were worried about paying for housing? - You skipped meals",2022,"In the 12 months prior to the end of the semester, how often did each of these things happen to you because you were worried about paying for housing? - You skipped meals",2024,"In the last 12 months, how often did you experience each of the following because you were worried about paying for housing? - You skipped meals"
HI_PHOUS_LNB,Ratio Scale,matrix,Basic Needs,64,"In the last 12 months, how often did each of these things happen to you because you were worried about paying for housing?",You ate less nutritious and/or balanced meals,ratio3,2023,"In the last 12 months, how often did you experience each of the following because you were worried about paying for housing? - You ate less nutritious and/or balanced meals",2021,"In the last 12 months, how often did each of these things happen to you because you were worried about paying for housing? - You ate less nutritious and/or balanced meals",2022,"In the 12 months prior to the end of the semester, how often did each of these things happen to you because you were worried about paying for housing? - You ate less nutritious and/or balanced meals",2024,"In the last 12 months, how often did you experience each of the following because you were worried about paying for housing? - You ate less nutritious and/or balanced meals"
HI_PHOUS_DFS,Ratio Scale,matrix,Basic Needs,64,"In the last 12 months, how often did each of these things happen to you because you were worried about paying for housing?",You had difficulty focusing on your studies,ratio3,2023,"In the last 12 months, how often did you experience each of the following because you were worried about paying for housing? - You had difficulty focusing on your studies",2021,"In the last 12 months, how often did each of these things happen to you because you were worried about paying for housing? - You had difficulty focusing on your studies",2022,"In the 12 months prior to the end of the semester, how often did each of these things happen to you because you were worried about paying for housing? - You had difficulty focusing on your studies",2024,"In the last 12 months, how often did you experience each of the following because you were worried about paying for housing? - You had difficulty focusing on your studies"
POST_CAR_ACA,Single Select,standalone,Post-Graduate Career Plans,NA,"Do you plan to pursue a career in academia by obtaining a teaching and/or research position, including faculty or staff researcher positions?",NA,NA,2023,"Do you plan to pursue a career in academia by obtaining a teaching and/or research position, including faculty or staff researcher positions?",2021,"Do you plan to pursue a career in academia by obtaining a teaching and/or research position, including faculty or staff researcher positions?",2022,"Do you plan to pursue a career in academia by obtaining a teaching and/or research position, including faculty and staff researcher positions?",2024,"Do you plan to pursue a career in academia by obtaining a teaching and/or research position, including faculty or staff researcher positions?"
POST_PROG_DIR,Interval Scale,matrix,Post-Graduate Career Plans,65,Indicate your agreement or disgreement with each of the following statements (about career preparation),I have a sense of direction for my career post-graduation,agree3,2023,Indicate your agreement or disagreement with each of the following statements. - I have a sense of direction for my career post-graduation,2021,Indicate your agreement or disgreement with each of the following statements. - I have a sense of direction for my career post-graduation,2022,Please rate your level of agreement with each of the following statements. - I have a sense of direction for my career post-graduation,2024,Indicate your agreement or disagreement with each of the following statements. - I have a sense of direction for my career post-graduation
POST_PROG_PRE,Interval Scale,matrix,Post-Graduate Career Plans,65,Indicate your agreement or disgreement with each of the following statements (about career preparation),My graduate program has been preparing me for the career I want post-graduation,agree3,2023,Indicate your agreement or disagreement with each of the following statements. - My graduate program has been preparing me for the career I want post-graduation,2021,Indicate your agreement or disgreement with each of the following statements. - My graduate program has been preparing me for the career I want post-graduation,2022,Please rate your level of agreement with each of the following statements. - My graduate program has been preparing me for the career I want post-graduation,2024,Indicate your agreement or disagreement with each of the following statements. - My graduate program has been preparing me for the career I want post-graduation
POST_PROG_SUP,Interval Scale,matrix,Post-Graduate Career Plans,65,Indicate your agreement or disgreement with each of the following statements (about career preparation),My graduate program has been supportive of my desired post-graduation career,agree3,2023,Indicate your agreement or disagreement with each of the following statements. - My graduate program has been supportive of my desired post-graduation career,2021,Indicate your agreement or disgreement with each of the following statements. - My graduate program has been supportive of my desired post-graduation career,2022,Please rate your level of agreement with each of the following statements. - My graduate program has been supportive of my desired post-graduation career,2024,Indicate your agreement or disagreement with each of the following statements. - My graduate program has been supportive of my desired post-graduation career
POST_PROG_EXP,Interval Scale,matrix,Post-Graduate Career Plans,65,Indicate your agreement or disgreement with each of the following statements (about career preparation),My graduate program offers enough career exploration resources,agree3,2023,Indicate your agreement or disagreement with each of the following statements. - My graduate program offers enough career exploration resources,2021,Indicate your agreement or disgreement with each of the following statements. - My graduate program offers enough career exploration resources,2022,Please rate your level of agreement with each of the following statements. - My graduate program offers enough career exploration resources,2024,Indicate your agreement or disagreement with each of the following statements. - My graduate program offers enough career exploration resources
POST_WORK_RES,Ratio Scale,matrix,Post-Graduate Career Plans,66,Indicate how desirable the following work activities are for the job that you would like to get immediately after earning your graduate degree.,Basic research - study directed toward gaining knowledge primarily for its own sake,desirable1,2023,Indicate how desirable the following work activities are for the job that you would like to get immediately after earning your graduate degree. - Basic research - study directed toward gaining knowledge primarily for its own sake,2021,Indicate how desirable the following work activities are for the job that you would like to get immediately after earning your graduate degree. - Basic research - study directed toward gaining knowledge primarily for its own sake,2022,Indicate how desirable the following work activities are for the job that you would like to get immediately after earning your graduate degree. - Basic research - study directed toward gaining knowledge primarily for its own sake,2024,Indicate how desirable the following work activities are for the job that you would like to get immediately after earning your graduate degree. - Basic research - study directed toward gaining knowledge primarily for its own sake
POST_WORK_APP,Ratio Scale,matrix,Post-Graduate Career Plans,66,Indicate how desirable the following work activities are for the job that you would like to get immediately after earning your graduate degree.,Applied research - study directed toward gaining knowledge to meet a recognized need,desirable1,2023,Indicate how desirable the following work activities are for the job that you would like to get immediately after earning your graduate degree. - Applied research - study directed toward gaining knowledge to meet a recognized need,2021,Indicate how desirable the following work activities are for the job that you would like to get immediately after earning your graduate degree. - Applied research - study directed toward gaining knowledge to meet a recognized need,2022,Indicate how desirable the following work activities are for the job that you would like to get immediately after earning your graduate degree. - Applied research - study directed toward gaining knowledge to meet a recognized need,2024,Indicate how desirable the following work activities are for the job that you would like to get immediately after earning your graduate degree. - Applied research - study directed toward gaining knowledge to meet a recognized need
